document_id,gt_row_index,name,attribute,value,units,page_number,page_confidence,corrected_page
R163,676,east coast USA,nfix_rate,1.0,nmol-n l-1 d-1,"2, 4, 5, 6, 7, 8, 11",ambiguous,
R163,677,east coast USA,nfix_rate,0.7,nmol-n l-1 d-1,"6, 7, 8",ambiguous,
R163,678,east coast USA,nfix_rate,0.2,nmol-n l-1 d-1,"2, 4, 5, 6, 7, 8",ambiguous,
R163,679,east coast USA,nfix_rate,0.9,nmol-n l-1 d-1,"2, 4, 6, 7, 8",ambiguous,
R163,680,east coast USA,nfix_rate,2.7,nmol-n l-1 d-1,"6, 7, 8",ambiguous,
R163,681,east coast USA,nfix_rate,1.8,nmol-n l-1 d-1,"6, 7, 8",ambiguous,
R163,682,east coast USA,nfix_rate,1.1,nmol-n l-1 d-1,"5, 7, 8",ambiguous,
R163,684,east coast USA,nfix_rate,2.2,nmol-n l-1 d-1,"4, 7",ambiguous,
R163,685,east coast USA,nfix_rate,21.9,nmol-n l-1 d-1,"4, 7",ambiguous,
R163,687,east coast USA,nfix_rate,8.6,nmol-n l-1 d-1,"5, 7",ambiguous,
R163,688,east coast USA,nfix_rate,1.2,nmol-n l-1 d-1,"5, 6, 7, 8, 13",ambiguous,
R163,690,east coast USA,nfix_rate,25.7,nmol-n l-1 d-1,"2, 7, 8",ambiguous,
R163,692,east coast USA,nfix_rate,2.3,nmol-n l-1 d-1,"2, 5, 6, 7, 8",ambiguous,
R163,693,east coast USA,nfix_rate,2.6,nmol-n l-1 d-1,"4, 5, 7, 8",ambiguous,
R163,694,east coast USA,nfix_rate,3.0,nmol-n l-1 d-1,"2, 4, 5, 6, 7, 11, 13",ambiguous,
R163,695,east coast USA,nfix_rate,1.8,nmol-n l-1 d-1,"6, 7, 8",ambiguous,
R163,696,east coast USA,nfix_rate,9.1,nmol-n l-1 d-1,"4, 7, 8",ambiguous,
R163,697,east coast USA,nfix_rate,4.5,nmol-n l-1 d-1,"5, 7, 8, 13",ambiguous,
R163,698,east coast USA,nfix_rate,28.6,nmol-n l-1 d-1,"7, 8",ambiguous,
R163,699,east coast USA,nfix_rate,5.6,nmol-n l-1 d-1,"5, 6, 7, 8, 14",ambiguous,
R163,700,east coast USA,nfix_rate,3.7,nmol-n l-1 d-1,"2, 7",ambiguous,
R163,701,east coast USA,nfix_rate,7.0,nmol-n l-1 d-1,"5, 6, 7, 14",ambiguous,
R163,703,east coast USA,nfix_rate,4.1,nmol-n l-1 d-1,"4, 5, 7, 8",ambiguous,
R163,704,east coast USA,nfix_rate,2.5,nmol-n l-1 d-1,"4, 7",ambiguous,
R163,705,east coast USA,nfix_rate,4.3,nmol-n l-1 d-1,"4, 5, 7",ambiguous,
R163,706,east coast USA,nfix_rate,3.1,nmol-n l-1 d-1,"7, 13",ambiguous,
R163,707,east coast USA,nfix_rate,1.9,nmol-n l-1 d-1,"2, 6, 7, 8",ambiguous,
R163,708,east coast USA,nfix_rate,7.5,nmol-n l-1 d-1,"5, 7",ambiguous,
R163,709,east coast USA,nfix_rate,2.2,nmol-n l-1 d-1,"4, 7",ambiguous,
R163,711,east coast USA,nfix_rate,18.3,nmol-n l-1 d-1,"5, 6, 7, 8",ambiguous,
R163,712,east coast USA,nfix_rate,1.1,nmol-n l-1 d-1,"5, 7, 8",ambiguous,
R163,713,east coast USA,nfix_rate,1.8,nmol-n l-1 d-1,"6, 7, 8",ambiguous,
R163,714,east coast USA,nfix_rate,1.0,nmol-n l-1 d-1,"2, 4, 5, 6, 7, 8, 11",ambiguous,
R163,715,east coast USA,nfix_rate,1.9,nmol-n l-1 d-1,"2, 6, 7, 8",ambiguous,
R163,716,east coast USA,nfix_rate,20.3,nmol-n l-1 d-1,"5, 8",ambiguous,
R163,717,east coast USA,nfix_rate,2.7,nmol-n l-1 d-1,"6, 7, 8",ambiguous,
R163,719,east coast USA,nfix_rate,0.7,nmol-n l-1 d-1,"6, 7, 8",ambiguous,
R163,720,east coast USA,nfix_rate,1.3,nmol-n l-1 d-1,"4, 5, 7, 8",ambiguous,
R163,721,east coast USA,nfix_rate,10.9,nmol-n l-1 d-1,"6, 8",ambiguous,
R163,722,east coast USA,nfix_rate,9.1,nmol-n l-1 d-1,"4, 7, 8",ambiguous,
R163,723,east coast USA,nfix_rate,1.8,nmol-n l-1 d-1,"6, 7, 8",ambiguous,
R163,724,east coast USA,nfix_rate,2.1,nmol-n l-1 d-1,"2, 4, 8",ambiguous,
R163,725,east coast USA,nfix_rate,2.0,nmol-n l-1 d-1,"2, 4, 5, 6, 7, 8, 11, 13, 14",ambiguous,
R163,727,east coast USA,nfix_rate,1.2,nmol-n l-1 d-1,"5, 6, 7, 8, 13",ambiguous,
R163,728,east coast USA,nfix_rate,0.3,nmol-n l-1 d-1,"2, 4, 5, 7, 8, 13",ambiguous,
R163,730,east coast USA,nfix_rate,2.1,nmol-n l-1 d-1,"2, 4, 8",ambiguous,
R163,731,east coast USA,nfix_rate,4.5,nmol-n l-1 d-1,"5, 7, 8, 13",ambiguous,
R163,732,east coast USA,nfix_rate,4.7,nmol-n l-1 d-1,"7, 8",ambiguous,
R163,734,east coast USA,nfix_rate,5.6,nmol-n l-1 d-1,"5, 6, 7, 8, 14",ambiguous,
R163,735,east coast USA,nfix_rate,1.2,nmol-n l-1 d-1,"5, 6, 7, 8, 13",ambiguous,
R163,736,east coast USA,nfix_rate,5.0,nmol-n l-1 d-1,"2, 4, 5, 6, 7, 8, 11, 13",ambiguous,
R163,737,east coast USA,nfix_rate,1.0,nmol-n l-1 d-1,"2, 4, 5, 6, 7, 8, 11",ambiguous,
R163,738,east coast USA,nfix_rate,3.2,nmol-n l-1 d-1,"4, 8, 13",ambiguous,
R163,739,east coast USA,nfix_rate,5.0,nmol-n l-1 d-1,"2, 4, 5, 6, 7, 8, 11, 13",ambiguous,
R163,740,east coast USA,nfix_rate,1.3,nmol-n l-1 d-1,"4, 5, 7, 8",ambiguous,
R163,741,east coast USA,nfix_rate,2.0,nmol-n l-1 d-1,"2, 4, 5, 6, 7, 8, 11, 13, 14",ambiguous,
R163,742,east coast USA,nfix_rate,3.3,nmol-n l-1 d-1,"7, 8",ambiguous,
R163,624,east coast USA,nfix_rate,12.9,nmol-n l-1 d-1,2,high,
R163,626,east coast USA,nfix_rate,10.8,nmol-n l-1 d-1,2,high,
R163,627,east coast USA,nfix_rate,11.7,nmol-n l-1 d-1,2,high,
R163,630,east coast USA,nfix_rate,24.5,nmol-n l-1 d-1,2,high,
R163,632,east coast USA,nfix_rate,35.1,nmol-n l-1 d-1,2,high,
R163,634,east coast USA,nfix_rate,23.3,nmol-n l-1 d-1,2,high,
R163,641,east coast USA,nfix_rate,4.2,nmol-n l-1 d-1,4,high,
R163,645,east coast USA,nfix_rate,3.5,nmol-n l-1 d-1,4,high,
R163,653,east coast USA,nfix_rate,15.7,nmol-n l-1 d-1,5,high,
R163,656,east coast USA,nfix_rate,6.5,nmol-n l-1 d-1,5,high,
R163,667,east coast USA,nfix_rate,4.9,nmol-n l-1 d-1,6,high,
R163,683,east coast USA,nfix_rate,9.2,nmol-n l-1 d-1,7,high,
R163,686,east coast USA,nfix_rate,11.9,nmol-n l-1 d-1,7,high,
R163,689,east coast USA,nfix_rate,5.3,nmol-n l-1 d-1,7,high,
R163,691,east coast USA,nfix_rate,49.8,nmol-n l-1 d-1,7,high,
R163,702,east coast USA,nfix_rate,10.6,nmol-n l-1 d-1,7,high,
R163,710,east coast USA,nfix_rate,22.2,nmol-n l-1 d-1,7,high,
R163,718,east coast USA,nfix_rate,2.8,nmol-n l-1 d-1,8,high,
R163,726,east coast USA,nfix_rate,2.4,nmol-n l-1 d-1,8,high,
R163,729,east coast USA,nfix_rate,5.5,nmol-n l-1 d-1,8,high,
R163,733,east coast USA,nfix_rate,12.2,nmol-n l-1 d-1,8,high,
R172,322,"Moreton bay, Australia",nfix_rate,5.0,umol-c2h4 m-2 h-1,"4, 7",ambiguous,
R172,348,"Moreton bay, Australia",nfix_rate,4.0,umol-c2h4 m-2 h-1,"4, 7",ambiguous,
R172,356,"Moreton bay, Australia",nfix_rate,6.0,umol-n m-2 h-1,"4, 7",ambiguous,
R172,357,"Moreton bay, Australia",nfix_rate,0.9,umol-n m-2 h-1,"4, 7",ambiguous,
R172,319,"Moreton bay, Australia",nfix_rate,26.9,umol-c2h4 m-2 h-1,4,high,
R172,320,"Moreton bay, Australia",nfix_rate,9.0,umol-c2h4 m-2 h-1,4,high,
R172,321,"Moreton bay, Australia",nfix_rate,6.4,umol-c2h4 m-2 h-1,4,high,
R172,323,"Moreton bay, Australia",nfix_rate,2.6,umol-c2h4 m-2 h-1,4,high,
R172,324,"Moreton bay, Australia",nfix_rate,1.8,umol-c2h4 m-2 h-1,4,high,
R172,325,"Moreton bay, Australia",nfix_rate,9.9,umol-c2h4 m-2 h-1,4,high,
R172,326,"Moreton bay, Australia",nfix_rate,8.6,umol-c2h4 m-2 h-1,4,high,
R172,327,"Moreton bay, Australia",nfix_rate,6.7,umol-c2h4 m-2 h-1,4,high,
R172,328,"Moreton bay, Australia",nfix_rate,4.8,umol-c2h4 m-2 h-1,4,high,
R172,329,"Moreton bay, Australia",nfix_rate,0.0,umol-c2h4 m-2 h-1,4,high,
R172,330,"Moreton bay, Australia",nfix_rate,1.6,umol-c2h4 m-2 h-1,4,high,
R172,331,"Moreton bay, Australia",nfix_rate,2.2,umol-c2h4 m-2 h-1,4,high,
R172,332,"Moreton bay, Australia",nfix_rate,2.2,umol-c2h4 m-2 h-1,4,high,
R172,333,"Moreton bay, Australia",nfix_rate,0.0,umol-c2h4 m-2 h-1,4,high,
R172,334,"Moreton bay, Australia",nfix_rate,46.0,umol-c2h4 m-2 h-1,4,high,
R172,335,"Moreton bay, Australia",nfix_rate,22.0,umol-c2h4 m-2 h-1,4,high,
R172,336,"Moreton bay, Australia",nfix_rate,17.5,umol-c2h4 m-2 h-1,4,high,
R172,337,"Moreton bay, Australia",nfix_rate,13.6,umol-c2h4 m-2 h-1,4,high,
R172,338,"Moreton bay, Australia",nfix_rate,12.1,umol-c2h4 m-2 h-1,4,high,
R172,339,"Moreton bay, Australia",nfix_rate,24.0,umol-c2h4 m-2 h-1,4,high,
R172,340,"Moreton bay, Australia",nfix_rate,18.4,umol-c2h4 m-2 h-1,4,high,
R172,341,"Moreton bay, Australia",nfix_rate,17.5,umol-c2h4 m-2 h-1,4,high,
R172,342,"Moreton bay, Australia",nfix_rate,13.3,umol-c2h4 m-2 h-1,4,high,
R172,343,"Moreton bay, Australia",nfix_rate,9.8,umol-c2h4 m-2 h-1,4,high,
R172,344,"Moreton bay, Australia",nfix_rate,0.0,umol-c2h4 m-2 h-1,4,high,
R172,345,"Moreton bay, Australia",nfix_rate,2.1,umol-c2h4 m-2 h-1,4,high,
R172,346,"Moreton bay, Australia",nfix_rate,2.9,umol-c2h4 m-2 h-1,4,high,
R172,347,"Moreton bay, Australia",nfix_rate,4.9,umol-c2h4 m-2 h-1,4,high,
R172,349,"Moreton bay, Australia",nfix_rate,33.0,umol-c2h4 m-2 h-1,4,high,
R172,350,"Moreton bay, Australia",nfix_rate,31.0,umol-c2h4 m-2 h-1,4,high,
R172,351,"Moreton bay, Australia",nfix_rate,14.0,umol-c2h4 m-2 h-1,4,high,
R172,352,"Moreton bay, Australia",nfix_rate,5.1,umol-c2h4 m-2 h-1,4,high,
R172,353,"Moreton bay, Australia",nfix_rate,1.4,umol-c2h4 m-2 h-1,4,high,
R172,354,"Moreton bay, Australia",nfix_rate,0.3,umol-c2h4 m-2 h-1,4,high,
R172,355,"Moreton bay, Australia",nfix_rate,35.0,umol-n m-2 h-1,7,high,
R172,358,"Moreton bay, Australia",nfix_rate,8.7,umol-n m-2 h-1,7,high,
R172,420,"Moreton bay, Australia",nfix_rate,61.0,umol-n m-2 h-1,7,high,
R172,421,"Moreton bay, Australia",nfix_rate,8.5,umol-n m-2 h-1,7,high,
R173,93,"Walker Creek Delta, Tomales Bay California",nfix_rate,8.3,nmol-c2h4 cm-2 h-1,"1, 3, 4, 5, 6",ambiguous,
R173,95,"Walker Creek Delta, Tomales Bay California",nfix_rate,25.0,nmol-c2h4 cm-2 h-1,"0, 6",ambiguous,
R173,97,"Walker Creek Delta, Tomales Bay California",nfix_rate,24.7,nmol-c2h4 cm-2 h-1,"0, 6",ambiguous,
R173,98,"Walker Creek Delta, Tomales Bay California",nfix_rate,8.3,nmol-c2h4 cm-2 h-1,"1, 3, 4, 5, 6",ambiguous,
R173,99,"Lagunitas Creek, Tomales Bay, CA",nfix_rate,22.7,nmol-c2h4 cm-2 h-1,"0, 6, 7",ambiguous,
R173,100,"Lagunitas Creek, Tomales Bay, CA",nfix_rate,7.3,nmol-c2h4 cm-2 h-1,"2, 3, 4, 5, 6",ambiguous,
R173,101,"Lagunitas Creek, Tomales Bay, CA",nfix_rate,20.3,nmol-c2h4 cm-2 h-1,"1, 3, 6, 7",ambiguous,
R173,102,"Lagunitas Creek, Tomales Bay, CA",nfix_rate,5.2,nmol-c2h4 cm-2 h-1,"6, 7",ambiguous,
R173,103,"Lagunitas Creek, Tomales Bay, CA",nfix_rate,2.7,nmol-c2h4 cm-2 h-1,"0, 1, 6, 7",ambiguous,
R173,94,"Walker Creek Delta, Tomales Bay California",nfix_rate,5.5,nmol-c2h4 cm-2 h-1,6,high,
R173,96,"Walker Creek Delta, Tomales Bay California",nfix_rate,47.8,nmol-c2h4 cm-2 h-1,6,high,
R225,162,"Mono Lake, Sierra Nevada, California - Station 3, 2 m depth",nfix_rate,0.0,nmol-n l-1 d-1,"6, 8",ambiguous,
R225,163,"Mono Lake, Sierra Nevada, California - Station 3, 18.5 m depth",nfix_rate,0.0,nmol-n l-1 d-1,"6, 8",ambiguous,
R225,164,"Mono Lake, Sierra Nevada, California - Station 3, 30 m depth",nfix_rate,0.0,nmol-n l-1 d-1,"6, 8",ambiguous,
R225,165,"Mono Lake, Sierra Nevada, California - Station 6, 2 m depth",nfix_rate,0.0,nmol-n l-1 d-1,"6, 8",ambiguous,
R225,166,"Mono Lake, Sierra Nevada, California - Station 6, 18.5 m depth",nfix_rate,0.0,nmol-n l-1 d-1,"6, 8",ambiguous,
R225,167,"Mono Lake, Sierra Nevada, California - Station 6, 30 m depth",nfix_rate,0.0,nmol-n l-1 d-1,"6, 8",ambiguous,
R230,169,Lake Verevi,nfix_rate,2.8,mg-n m-3 d-1,"0, 1, 2, 3, 4, 5, 7",ambiguous,
R230,170,Lake Verevi,nfix_rate,0.3,mg-n m-3 d-1,"0, 3",ambiguous,
R230,171,Lake Verevi,nfix_rate,0.38,mg-n m-3 d-1,3,high,
R241,581,"Great Peconic Bay, USA",nfix_rate,0.17,nmol-c2h4 cm-2 h-1,"24, 37",ambiguous,
R241,582,"Great Peconic Bay, USA",nfix_rate,-0.84,mmol-n m-2 d-1,34,high,
R244,359,Lle auz Oseaux - central region of Bassin d Arcachon,nfix_rate,7.66,umol-c2h4 m-2 h-1,"0, 1, 2",ambiguous,
R244,360,Lle auz Oseaux - central region of Bassin d Arcachon,nfix_rate,4.17,umol-c2h4 m-2 h-1,"1, 4",ambiguous,
R244,361,Lle auz Oseaux - central region of Bassin d Arcachon,nfix_rate,54.5,umol-c2h4 m-2 h-1,"1, 4",ambiguous,
R244,362,Lle auz Oseaux - central region of Bassin d Arcachon,nfix_rate,5.0,umol-c2h4 m-2 h-1,1,high,
R256,619,East China Sea and Southern Yellow Sea,nfix_rate,4.2,nmol-n m-3 h-1,"1, 3, 4, 5, 6, 9",ambiguous,
R256,620,East China Sea and Southern Yellow Sea,nfix_rate,38.3,nmol-n m-3 h-1,"0, 8, 9",ambiguous,
R256,621,East China Sea and Southern Yellow Sea,nfix_rate,193.1,nmol-n m-3 h-1,"8, 9",ambiguous,
R264,168,Lake Chiprana,nfix_rate,5.5,nmol-c2h4 cm-2 d-1,"0, 4, 5, 6, 7",ambiguous,
R32,39,New Caledonia lagoon,nfix_rate,9.2,nmol-n l-1 d-1,"14, 17",ambiguous,
R32,38,New Caledonia lagoon,nfix_rate,18.5,nmol-n l-1 d-1,17,high,
R34,32,Mornington Island,nfix_rate,76.0,umol-n m-2 h-1,"2, 4, 5, 8",ambiguous,
R34,34,Mornington Island,nfix_rate,27.0,umol-n m-2 h-1,"1, 2, 3, 4, 5",ambiguous,
R34,35,Mornington Island,nfix_rate,578.0,umol-n m-2 d-1,"4, 8",ambiguous,
