document_id,name,identifiers,location,ecosystem,date,additional_details,attribute,value,units,page_number,page_score,page_confidence
classification_trees,bcmb,,belgium,pond,,,max_depth,0.8,m,"[4, 5]",0.8284,ambiguous
classification_trees,beml,,belgium,pond,,,max_depth,1.0,m,"[4, 5]",0.8584,ambiguous
classification_trees,blkd,,belgium,pond,,,max_depth,1.4,m,"[4, 5]",0.8584,ambiguous
classification_trees,botn,,belgium,pond,,,max_depth,0.8,m,"[4, 5]",0.8584,ambiguous
classification_trees,brpk,,belgium,pond,,,max_depth,0.7,m,"[4, 5]",0.8284,ambiguous
classification_trees,ckrv,,belgium,pond,,,max_depth,0.7,m,"[4, 5]",0.8284,ambiguous
classification_trees,dens,,belgium,pond,,,max_depth,0.7,m,[5],0.931,high
classification_trees,esec,,belgium,pond,,,max_depth,0.6,m,"[4, 5]",0.8584,ambiguous
classification_trees,hoef,,belgium,pond,,,max_depth,0.8,m,"[4, 5]",0.8584,ambiguous
classification_trees,hrt1,,belgium,pond,,,max_depth,1.1,m,"[4, 5]",0.8584,ambiguous
classification_trees,hrt1,,belgium,pond,,,max_depth,1.5,m,"[4, 5]",0.8584,ambiguous
classification_trees,ixp1,,belgium,pond,,,max_depth,1.7,m,[4],0.8071,high
classification_trees,ixp2,,belgium,pond,,,max_depth,1.3,m,"[4, 5]",0.8284,ambiguous
classification_trees,leyb-a,,belgium,pond,,,max_depth,0.6,m,"[4, 5]",0.8755,ambiguous
classification_trees,leyb-b,,belgium,pond,,,max_depth,0.8,m,[4],0.8755,high
classification_trees,malu,,belgium,pond,,,max_depth,1.8,m,[4],0.8584,high
classification_trees,mlgr,,belgium,pond,,,max_depth,1.2,m,"[4, 5]",0.8284,ambiguous
classification_trees,mlkl,,belgium,pond,,,max_depth,0.9,m,"[4, 5]",0.8284,ambiguous
classification_trees,mrcn,,belgium,pond,,,max_depth,0.5,m,"[4, 5]",0.8284,ambiguous
classification_trees,nrpd1,,belgium,pond,,,max_depth,0.9,m,"[4, 5]",0.8276,ambiguous
classification_trees,nrpd2,,belgium,pond,,,max_depth,0.5,m,"[4, 5]",0.8276,ambiguous
classification_trees,nrpd4,,belgium,pond,,,max_depth,0.7,m,"[4, 5]",0.8276,ambiguous
classification_trees,pchr,,belgium,pond,,,max_depth,1.0,m,"[4, 5]",0.8584,ambiguous
classification_trees,plbs,,belgium,pond,,,max_depth,1.5,m,"[4, 5]",0.8584,ambiguous
classification_trees,prb1,,belgium,pond,,,max_depth,1.2,m,"[4, 5]",0.8284,ambiguous
classification_trees,prb2,,belgium,pond,,,max_depth,0.8,m,"[4, 5]",0.8284,ambiguous
classification_trees,prm2,,belgium,pond,,,max_depth,1.1,m,"[4, 5]",0.8584,ambiguous
classification_trees,rkl2,,belgium,pond,,,max_depth,2.0,m,"[4, 5]",0.8284,ambiguous
classification_trees,rkl3,,belgium,pond,,,max_depth,2.9,m,[4],0.8071,high
classification_trees,rkl4,,belgium,pond,,,max_depth,1.3,m,"[4, 5]",0.8284,ambiguous
classification_trees,rkl5,,belgium,pond,,,max_depth,0.8,m,"[4, 5]",0.8284,ambiguous
classification_trees,sbsk,,belgium,pond,,,max_depth,0.8,m,[5],0.8797,high
classification_trees,sclm,,belgium,pond,,,max_depth,1.2,m,"[4, 5]",0.8284,ambiguous
classification_trees,silx,,belgium,pond,,,max_depth,1.2,m,[5],0.8797,high
classification_trees,tenr,,belgium,pond,,,max_depth,1.3,m,"[4, 5]",0.8797,ambiguous
classification_trees,trbr,,belgium,pond,,,max_depth,1.1,m,"[4, 5]",0.8284,ambiguous
classification_trees,trcg,,belgium,pond,,,max_depth,1.1,m,"[4, 5]",0.8284,ambiguous
classification_trees,trln,,belgium,pond,,,max_depth,0.8,m,[5],0.8797,high
classification_trees,trsg,,belgium,pond,,,max_depth,1.4,m,"[4, 5]",0.8284,ambiguous
classification_trees,trsp,,belgium,pond,,,max_depth,0.6,m,"[4, 5]",0.8284,ambiguous
classification_trees,vbk1,,belgium,pond,,,max_depth,1.2,m,[5],0.8797,high
classification_trees,vbk2,,belgium,pond,,,max_depth,1.4,m,[5],0.8797,high
classification_trees,vkn1,,belgium,pond,,,max_depth,1.2,m,[5],0.8284,high
classification_trees,vkn2,,belgium,pond,,,max_depth,1.0,m,[5],0.8284,high
classification_trees,wpk1,,belgium,pond,,,max_depth,1.1,m,"[4, 5]",0.8284,ambiguous
classification_trees,wpk2,,belgium,pond,,,max_depth,1.1,m,[5],0.8284,high
classification_trees,wtml,,belgium,pond,,,max_depth,1.1,m,"[4, 5]",0.8284,ambiguous
comparative_analysis,cct-1,,segura river basin; south-eastern spain,agricultural water reservoir,,,max_depth,5.0,m,"[4, 7, 10]",0.789,ambiguous
comparative_analysis,cct-2,,segura river basin; south-eastern spain,agricultural water reservoir,,,max_depth,5.5,m,"[4, 7]",0.789,ambiguous
comparative_analysis,cct-3,,segura river basin; south-eastern spain,agricultural water reservoir,,,max_depth,5.0,m,"[4, 7, 10]",0.789,ambiguous
comparative_analysis,cct-4,,segura river basin; south-eastern spain,agricultural water reservoir,,,max_depth,6.0,m,"[4, 7, 10]",0.789,ambiguous
concordance_of_species,samambaia lake,,central brazil,pond,,,max_depth,4.5,m,"[6, 7]",0.802,ambiguous
conservation_of_pond,pool1,,northwest england,pool,,,max_depth,26.1,cm,"[3, 6]",0.8923,ambiguous
conservation_of_pond,pool10,,northwest england,pool,,,max_depth,16.2,cm,"[3, 6]",0.8991,ambiguous
conservation_of_pond,pool11,,northwest england,pool,,,max_depth,13.3,cm,"[3, 6]",0.8991,ambiguous
conservation_of_pond,pool12,,northwest england,pool,,,max_depth,24.7,cm,"[3, 6]",0.8991,ambiguous
conservation_of_pond,pool14,,northwest england,pool,,,max_depth,53.400000000000006,cm,"[3, 6]",0.8991,ambiguous
conservation_of_pond,pool2,,northwest england,pool,,,max_depth,28.599999999999998,cm,"[3, 6]",0.8923,ambiguous
conservation_of_pond,pool3,,northwest england,pool,,,max_depth,27.0,cm,"[3, 6]",0.8923,ambiguous
conservation_of_pond,pool4,,northwest england,pool,,,max_depth,32.800000000000004,cm,"[3, 6]",0.8923,ambiguous
conservation_of_pond,pool6,,northwest england,pool,,,max_depth,31.0,cm,"[3, 7]",0.8923,ambiguous
conservation_of_pond,pool7,,northwest england,pool,,,max_depth,26.0,cm,"[3, 6, 12]",0.8923,ambiguous
constructed_treatment_wetlands,kaituna,,new zealand,peat lake,,,max_depth,1.3,m,[4],0.9122,high
constructed_treatment_wetlands,komakorau,,new zealand,peat lake,,,max_depth,1.1,m,[4],0.9187,high
constructed_treatment_wetlands,koromatua,,new zealand,peat lake,,,max_depth,0.8,m,[4],0.9187,high
constructed_treatment_wetlands,serpentine north,,new zealand,peat lake,,,max_depth,3.8,m,[4],0.9158,high
daphnia_diversity,bazzi,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,7.5,m,[3],0.8759,high
daphnia_diversity,bicocca,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,2.5,m,[3],0.8876,high
daphnia_diversity,bosco bodini,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,3.5,m,[3],0.8828,high
daphnia_diversity,bosco braca,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,3.3,m,[3],0.8796,high
daphnia_diversity,bosco piazza,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,4.0,m,[3],0.8828,high
daphnia_diversity,bosco valloni,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,3.0,m,[3],0.8854,high
daphnia_diversity,cascina mortara,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.6,m,[3],0.8896,high
daphnia_diversity,cascina pavarini,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.6,m,[3],0.8913,high
daphnia_diversity,cascina ronchetto,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,4.8,m,[3],0.8928,high
daphnia_diversity,forche,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,3.2,m,[3],0.8828,high
daphnia_diversity,martignana,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.3,m,[3],0.8964,high
daphnia_diversity,motta,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,4.0,m,[3],0.8759,high
daphnia_diversity,pastore i,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.8,m,[3],0.8714,high
daphnia_diversity,pastore iii,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,6.3,m,[3],0.8423,high
daphnia_diversity,pastore iv,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,3.2,m,[3],0.8554,high
daphnia_diversity,pescaroli est,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.5,m,[3],0.8854,high
daphnia_diversity,pescaroli ovest,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.9,m,[3],0.8896,high
daphnia_diversity,rita,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,5.0,m,"[3, 4]",0.8657,ambiguous
daphnia_diversity,s. mariamaddalena,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,1.8,m,[3],0.8928,high
daphnia_diversity,sabbie,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,1.4,m,[3],0.8828,high
daphnia_diversity,san giorgio,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,4.4,m,[3],0.8796,high
daphnia_diversity,tavernelle,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,4.5,m,[3],0.8964,high
daphnia_diversity,vecchio,,cremona province; lombardy; northern italy,pools and ponds; bodri (italian term),,,max_depth,3.7,m,[3],0.8876,high
diel_vertical_migrations,johnson pond,,vermont; us,pond,,,max_depth,2.0,m,[6],0.9083,high
drivers_of_carbon_dioxide,atwood,,yale myers forest; ct; usa,pond,,,max_depth,37.0,cm,[5],0.8966,high
drivers_of_carbon_dioxide,blacksmith,,yale myers forest; ct; usa,pond,,,max_depth,37.8,cm,[5],0.9102,high
drivers_of_carbon_dioxide,e8,,yale myers forest; ct; usa,pond,,,max_depth,47.14,cm,[5],0.8282,high
drivers_of_carbon_dioxide,long,,yale myers forest; ct; usa,pond,,,max_depth,47.25,cm,"[5, 11, 13, 14]",0.9139,ambiguous
drivers_of_carbon_dioxide,quarry,,yale myers forest; ct; usa,pond,,,max_depth,57.699999999999996,cm,[5],0.8966,high
drivers_of_carbon_dioxide,woodpile,,yale myers forest; ct; usa,pond,,,max_depth,68.10000000000001,cm,[5],0.9051,high
dry_habitats_sustain,armaris,,menorca; balearic islands; western mediterranean,temporary pond,,,max_depth,57.99999999999999,cm,[2],0.9287,high
dry_habitats_sustain,cap negre,,menorca; balearic islands; western mediterranean,temporary pond,,,max_depth,49.0,cm,[2],0.9124,high
dry_habitats_sustain,curniola,,menorca; balearic islands; western mediterranean,temporary pond,,,max_depth,150.0,cm,[2],0.9323,high
dry_habitats_sustain,mal lloc,,menorca; balearic islands; western mediterranean,temporary pond,,,max_depth,155.0,cm,[2],0.9067,high
dry_habitats_sustain,marina curniola,,menorca; balearic islands; western mediterranean,temporary pond,,,max_depth,55.00000000000001,cm,[2],0.9306,high
dry_habitats_sustain,sa mesquida,,menorca; balearic islands; western mediterranean,temporary pond,,,max_depth,103.0,cm,[2],0.9207,high
dry_habitats_sustain,son morell,,menorca; balearic islands; western mediterranean,temporary pond,,,max_depth,20.0,cm,[2],0.917,high
dry_habitats_sustain,torrellafuda,,menorca; balearic islands; western mediterranean,temporary pond,,,max_depth,165.0,cm,[2],0.9409,high
dry_habitats_sustain,verda d'algaiarens,,menorca; balearic islands; western mediterranean,temporary pond,,,max_depth,140.0,cm,[2],0.9124,high
dry_habitats_sustain,verda des compte,,menorca; balearic islands; western mediterranean,temporary pond,,,max_depth,91.0,cm,[2],0.9452,high
energy_input_is_primary,inre jarrsjon,,stordalen mire; northern sweden,lake,,,max_depth,5.0,m,"[1, 4, 5]",0.9003,ambiguous
energy_input_is_primary,mellan harrsjon,,stordalen mire; northern sweden,lake,,,max_depth,7.0,m,"[1, 4]",0.9066,ambiguous
energy_input_is_primary,villasjon,,stordalen mire; northern sweden,lake,,,max_depth,1.3,m,[1],0.902,high
environmental_conditions,karst1,,southwest slovenia,karst pond,,,max_depth,0.7,m,[3],0.9088,high
environmental_conditions,karst10,,southwest slovenia,karst pond,,,max_depth,0.6,m,[3],0.8844,high
environmental_conditions,karst11,,southwest slovenia,karst pond,,,max_depth,3.0,m,"[2, 3, 5]",0.8844,ambiguous
environmental_conditions,karst12,,southwest slovenia,karst pond,,,max_depth,0.7,m,[3],0.8844,high
environmental_conditions,karst13,,southwest slovenia,karst pond,,,max_depth,0.5,m,[3],0.8844,high
environmental_conditions,karst14,,southwest slovenia,karst pond,,,max_depth,0.4,m,[3],0.8844,high
environmental_conditions,karst15,,southwest slovenia,karst pond,,,max_depth,0.5,m,[3],0.8844,high
environmental_conditions,karst16,,southwest slovenia,karst pond,,,max_depth,0.6,m,[3],0.8844,high
environmental_conditions,karst17,,southwest slovenia,karst pond,,,max_depth,1.0,m,"[2, 3, 5]",0.8844,ambiguous
environmental_conditions,karst18,,southwest slovenia,karst pond,,,max_depth,1.1,m,[3],0.8844,high
environmental_conditions,karst19,,southwest slovenia,karst pond,,,max_depth,0.3,m,[3],0.8844,high
environmental_conditions,karst2,,southwest slovenia,karst pond,,,max_depth,1.5,m,[3],0.9088,high
environmental_conditions,karst20,,southwest slovenia,karst pond,,,max_depth,0.2,m,[3],0.8844,high
environmental_conditions,karst21,,southwest slovenia,karst pond,,,max_depth,0.3,m,[3],0.8844,high
environmental_conditions,karst22,,southwest slovenia,karst pond,,,max_depth,0.9,m,[3],0.8844,high
environmental_conditions,karst23,,southwest slovenia,karst pond,,,max_depth,2.6,m,[3],0.8844,high
environmental_conditions,karst24,,southwest slovenia,karst pond,,,max_depth,2.2,m,[3],0.8844,high
environmental_conditions,karst25,,southwest slovenia,karst pond,,,max_depth,1.0,m,"[2, 3, 5]",0.8844,ambiguous
environmental_conditions,karst26,,southwest slovenia,karst pond,,,max_depth,0.9,m,[3],0.8844,high
environmental_conditions,karst27,,southwest slovenia,karst pond,,,max_depth,0.3,m,[3],0.8844,high
environmental_conditions,karst28,,southwest slovenia,karst pond,,,max_depth,1.3,m,[3],0.8844,high
environmental_conditions,karst3,,southwest slovenia,karst pond,,,max_depth,0.3,m,[3],0.9088,high
environmental_conditions,karst4,,southwest slovenia,karst pond,,,max_depth,1.2,m,[3],0.9088,high
environmental_conditions,karst5,,southwest slovenia,karst pond,,,max_depth,3.3,m,[3],0.9088,high
environmental_conditions,karst6,,southwest slovenia,karst pond,,,max_depth,0.4,m,[3],0.9088,high
environmental_conditions,karst7,,southwest slovenia,karst pond,,,max_depth,0.8,m,[3],0.9088,high
environmental_conditions,karst8,,southwest slovenia,karst pond,,,max_depth,0.2,m,[3],0.9088,high
environmental_conditions,karst9,,southwest slovenia,karst pond,,,max_depth,1.3,m,[3],0.9088,high
exceptional_summer,evv lower lake,,area between the village of kangerlussuaq; greenland; at the head of sndre strmfjord and the active terminus of the russell glacier,small (< 10 km2) seasonally ice-covered arctic lakes,,,max_depth,4.5,m,[3],0.8513,high
exceptional_summer,evv upper lake,,area between the village of kangerlussuaq; greenland; at the head of sndre strmfjord and the active terminus of the russell glacier,small (< 10 km2) seasonally ice-covered arctic lakes,,,max_depth,5.5,m,[3],0.8513,high
exceptional_summer,potentilla lake,,area between the village of kangerlussuaq; greenland; at the head of sndre strmfjord and the active terminus of the russell glacier,small (< 10 km2) seasonally ice-covered arctic lakes,,,max_depth,8.0,m,"[3, 6]",0.8963,ambiguous
exceptional_summer,south twin lake,,area between the village of kangerlussuaq; greenland; at the head of sndre strmfjord and the active terminus of the russell glacier,small (< 10 km2) seasonally ice-covered arctic lakes,,,max_depth,5.5,m,[3],0.8826,high
exceptional_summer,teardrop lake,,area between the village of kangerlussuaq; greenland; at the head of sndre strmfjord and the active terminus of the russell glacier,small (< 10 km2) seasonally ice-covered arctic lakes,,,max_depth,5.25,m,[3],0.8942,high
first_record_of_the,coutos lake,,brazil,lake/pond,,,max_depth,1.5,m,[2],0.9029,high
fish_preference,csombrdi,,south-west hungary,near-natural ponds,,,max_depth,1.5,m,[5],0.8575,high
gas_transfer,brookside,,yale-myers forest in northeastern connecticut; usa,pond,,,max_depth,72.0,cm,[3],0.9153,high
gas_transfer,ch,,yale-myers forest in northeastern connecticut; usa,pond,,,max_depth,96.0,cm,[3],0.9381,high
gas_transfer,rh,,yale-myers forest in northeastern connecticut; usa,pond,,,max_depth,99.0,cm,[3],0.9381,high
gas_transfer,westford,,yale-myers forest in northeastern connecticut; usa,pond,,,max_depth,74.0,cm,[3],0.9125,high
greenhouse_gas_emission,lake jacques,,north of quebec city,lake,,,max_depth,1.9,m,"[2, 4, 6]",0.9265,ambiguous
habitat_characteristics,aqg,,the apennines; italy,pond,,,max_depth,0.9,m,[6],0.8718,high
habitat_characteristics,aqp,,the apennines; italy,pond,,,max_depth,1.0,m,"[6, 12]",0.8222,ambiguous
habitat_characteristics,bag,,the apennines; italy,pond,,,max_depth,0.5,m,[6],0.8718,high
habitat_characteristics,bar,,the apennines; italy,pond,,,max_depth,2.05,m,[6],0.8718,high
habitat_characteristics,cag,,the apennines; italy,pond,,,max_depth,0.9,m,[6],0.8718,high
habitat_characteristics,cal,,the apennines; italy,pond,,,max_depth,3.5,m,[6],0.8718,high
habitat_characteristics,cam,,the apennines; italy,pond,,,max_depth,0.4,m,[6],0.8718,high
habitat_characteristics,cap,,the apennines; italy,pond,,,max_depth,1.6,m,[6],0.8718,high
habitat_characteristics,cor,,the apennines; italy,pond,,,max_depth,1.0,m,"[6, 12]",0.8718,ambiguous
habitat_characteristics,duc,,the apennines; italy,pond,,,max_depth,1.65,m,[6],0.9402,high
habitat_characteristics,fil,,the apennines; italy,pond,,,max_depth,1.3,m,[6],0.8718,high
habitat_characteristics,fon,,the apennines; italy,pond,,,max_depth,1.3,m,[6],0.9402,high
habitat_characteristics,fos,,the apennines; italy,pond,,,max_depth,1.2,m,[6],0.8718,high
habitat_characteristics,lag,,the apennines; italy,pond,,,max_depth,0.5,m,[6],0.9402,high
habitat_characteristics,mau,,the apennines; italy,pond,,,max_depth,0.4,m,[6],0.8718,high
habitat_characteristics,nur,,the apennines; italy,pond,,,max_depth,0.4,m,[6],0.9402,high
habitat_characteristics,paa,,the apennines; italy,pond,,,max_depth,0.6,m,[6],0.8718,high
habitat_characteristics,pag,,the apennines; italy,pond,,,max_depth,1.5,m,[6],0.8718,high
habitat_characteristics,pas,,the apennines; italy,pond,,,max_depth,2.65,m,[6],0.8718,high
habitat_characteristics,pbb,,the apennines; italy,pond,,,max_depth,0.7,m,[6],0.8034,high
habitat_characteristics,pet,,the apennines; italy,pond,,,max_depth,3.3,m,[6],0.9402,high
habitat_characteristics,pra,,the apennines; italy,pond,,,max_depth,1.2,m,[6],0.8718,high
habitat_characteristics,ptz,,the apennines; italy,pond,,,max_depth,1.8,m,[6],0.8718,high
habitat_characteristics,pzz,,the apennines; italy,pond,,,max_depth,0.3,m,[6],0.8034,high
habitat_characteristics,rac,,the apennines; italy,pond,,,max_depth,1.2,m,[6],0.8718,high
habitat_characteristics,rva,,the apennines; italy,pond,,,max_depth,0.5,m,[6],0.8718,high
habitat_characteristics,rvb,,the apennines; italy,pond,,,max_depth,0.4,m,[6],0.8034,high
habitat_characteristics,sec,,the apennines; italy,pond,,,max_depth,4.5,m,[6],0.8718,high
habitat_characteristics,ses,,the apennines; italy,pond,,,max_depth,3.0,m,[6],0.8718,high
habitat_characteristics,sev,,the apennines; italy,pond,,,max_depth,1.9,m,[6],0.8718,high
habitat_characteristics,ter,,the apennines; italy,pond,,,max_depth,7.5,m,[6],0.8718,high
high_primary,ecologicalstationofserid reservoir,,serido; brazil,reservoir,,,max_depth,4.0,m,[10],0.8564,high
high_rates_and_close,lake 1 (june 2015),,rapplinge alvar; oland; sweden,lake,,,max_depth,31.0,cm,[4],0.8439,high
high_rates_and_close,lake 1 (june 2016),,rapplinge alvar; oland; sweden,lake,,,max_depth,38.0,cm,[4],0.8553,high
high_rates_and_close,lake 2 (june 2016),,rapplinge alvar; oland; sweden,lake,,,max_depth,25.0,cm,[4],0.8553,high
high_rates_and_close,lake 3 (june 2015),,rapplinge alvar; oland; sweden,lake,,,max_depth,9.0,cm,[4],0.8553,high
high_rates_and_close,lake 3 (june 2016),,rapplinge alvar; oland; sweden,lake,,,max_depth,17.0,cm,[4],0.8667,high
high_rates_and_close,lake 4; site a (june 2016),,rapplinge alvar; oland; sweden,lake,,,max_depth,43.0,cm,[4],0.8325,high
high_rates_and_close,lake 4; site a (march-june 2015),,rapplinge alvar; oland; sweden,lake,,,max_depth,46.0,cm,[4],0.8389,high
high_rates_and_close,lake 4; site b (march-june 2015),,rapplinge alvar; oland; sweden,lake,,,max_depth,46.0,cm,[4],0.8389,high
high_rates_and_close,lake 4; site c (march-june 2015),,rapplinge alvar; oland; sweden,lake,,,max_depth,17.0,cm,[4],0.8389,high
high_rates_and_close,lake 4; site d (may 2015),,rapplinge alvar; oland; sweden,lake,,,max_depth,44.0,cm,[4],0.8202,high
high_rates_and_close,lake 5; site a (march-june 2015),,rapplinge alvar; oland; sweden,lake,,,max_depth,52.0,cm,[4],0.8389,high
high_rates_and_close,lake 5; site b (june 2015),,rapplinge alvar; oland; sweden,lake,,,max_depth,10.0,cm,[4],0.8325,high
identification_of_total,bemel,,brussels capital region (belgium),pond,,,max_depth,1.0,m,[3],0.9186,high
identification_of_total,denis,,brussels capital region (belgium),pond,,,max_depth,0.5,m,[3],0.9186,high
identification_of_total,grote neerpedevijver 1,,brussels capital region (belgium),pond,,,max_depth,0.8,m,[3],0.9409,high
identification_of_total,kleine mellaerts,,brussels capital region (belgium),pond,,,max_depth,1.0,m,[3],0.934,high
identification_of_total,koning boudewijnpark 1,,brussels capital region (belgium),pond,,,max_depth,0.8,m,[3],0.9409,high
identification_of_total,koning boudewijnpark 2,,brussels capital region (belgium),pond,,,max_depth,0.8,m,[3],0.9409,high
identification_of_total,leybeek a,,brussels capital region (belgium),pond,,,max_depth,0.4,m,[3],0.9368,high
identification_of_total,leybeek b,,brussels capital region (belgium),pond,,,max_depth,0.8,m,[3],0.9368,high
identification_of_total,sobieski,,brussels capital region (belgium),pond,,,max_depth,0.8,m,[3],0.934,high
identification_of_total,verdronken kinderen 1,,brussels capital region (belgium),pond,,,max_depth,1.2,m,[3],0.9401,high
identification_of_total,verdronken kinderen 2,,brussels capital region (belgium),pond,,,max_depth,1.0,m,[3],0.9401,high
identification_of_total,watermael-bosvoorde,,brussels capital region (belgium),pond,,,max_depth,1.3,m,[3],0.9272,high
identification_of_total,woluwepark 1,,brussels capital region (belgium),pond,,,max_depth,1.0,m,[3],0.9425,high
impact_of_macrophytes,hoef,,brussels; belgium,pond,,,max_depth,1.1,m,[6],0.7945,high
impact_of_macrophytes,m1gr,,brussels; belgium,pond,,,max_depth,1.5,m,[6],0.7945,high
impact_of_macrophytes,m1k1,,brussels; belgium,pond,,,max_depth,1.1,m,[6],0.7945,high
impact_of_macrophytes,malu,,brussels; belgium,pond,,,max_depth,2.1,m,[5],0.8844,high
impact_of_macrophytes,rk12,,brussels; belgium,pond,,,max_depth,2.3,m,[6],0.7945,high
impact_of_macrophytes,rk13,,brussels; belgium,pond,,,max_depth,3.1,m,[6],0.7945,high
impact_of_macrophytes,rk15,,brussels; belgium,pond,,,max_depth,1.0,m,"[5, 12]",0.8844,ambiguous
impact_of_macrophytes,tenr,,brussels; belgium,pond,,,max_depth,1.5,m,[6],0.7945,high
impact_of_macrophytes,trbr,,brussels; belgium,pond,,,max_depth,1.5,m,[6],0.7945,high
impact_of_macrophytes,vbk1,,brussels; belgium,pond,,,max_depth,1.4,m,[6],0.7945,high
impact_of_macrophytes,vbk2,,brussels; belgium,pond,,,max_depth,1.7,m,[6],0.7945,high
impact_of_macrophytes,vkn1,,brussels; belgium,pond,,,max_depth,1.4,m,[6],0.7432,high
impact_of_macrophytes,vkn2,,brussels; belgium,pond,,,max_depth,1.1,m,[6],0.7432,high
impact_of_macrophytes,wpk1,,brussels; belgium,pond,,,max_depth,1.2,m,[6],0.7432,high
impact_of_macrophytes,wpk2,,brussels; belgium,pond,,,max_depth,1.3,m,[6],0.7432,high
