document_id,gt_row_index,name,attribute,value,units,page_number,page_confidence,corrected_page
assessment_of_methane,1713,grosse fuchskuhle sw,ph,4.4,,"2, 3, 4",ambiguous,
analysis_of_biological,1706,uzlina lake,ph,7.19,,"2, 6, 9",ambiguous,
analysis_of_biological,1705,isac lake,ph,7.75,,"2, 6, 9",ambiguous,
analysis_of_biological,1704,erenciuc lake,ph,7.6,,"2, 9",ambiguous,
analysis_of_biological,1703,cuibul cu lebede lake,ph,8.03,,"2, 6, 9",ambiguous,
agricultural_freshwater,1702,,ph,7.78,,"3, 4, 5, 6, 7, 11, 12, 13",ambiguous,
relationships_between_fish,1654,felbrigg,vegetation_cover,23.95,percent,"7, 12",ambiguous,
water_temperature_dynamics,1694,2,vegetation_cover,0.0,percent,"6, 11",ambiguous,
the_diversity_of_macroinvertebrate,1688,r,vegetation_cover,100.0,percent,"4, 5, 8, 17",ambiguous,
the_diversity_of_macroinvertebrate,1687,q,vegetation_cover,13.6,percent,"16, 17",ambiguous,
the_diversity_of_macroinvertebrate,1685,n,vegetation_cover,78.7,percent,"4, 5, 6, 8, 9, 15, 17, 18",ambiguous,
the_diversity_of_macroinvertebrate,1684,m,vegetation_cover,29.8,percent,"6, 8, 17, 18",ambiguous,
the_diversity_of_macroinvertebrate,1683,l,vegetation_cover,3.7,percent,"1, 4, 5, 6, 8, 11, 12, 14, 17",ambiguous,
the_diversity_of_macroinvertebrate,1680,h,vegetation_cover,49.6,percent,"4, 6, 8, 17, 18",ambiguous,
the_ecology_of_littoral,1691,shah alam,vegetation_cover,0.0,percent,"4, 7",ambiguous,
habitat_characteristics,1550,cag,vegetation_cover,0.0,percent,"6, 7",ambiguous,
relationships_between_fish,1652,cromes,vegetation_cover,18.3,percent,"3, 12, 13, 14",ambiguous,
relationships_between_fish,1648,bluestone,vegetation_cover,18.35,percent,"6, 12, 13, 14",ambiguous,
habitat_characteristics,1568,ptz,vegetation_cover,0.0,percent,"6, 7",ambiguous,
impact_of_macrophytes,1583,rk13,vegetation_cover,15.0,percent,"5, 7, 9",ambiguous,
impact_of_macrophytes,1586,vkn1,vegetation_cover,87.5,percent,"5, 7",ambiguous,
impact_of_macrophytes,1587,wpk1,vegetation_cover,15.0,percent,"5, 7, 9",ambiguous,
impact_of_macrophytes,1588,wtm1,vegetation_cover,87.5,percent,"5, 7",ambiguous,
phosphorus_removal,1610,wetland 1,vegetation_cover,13.0,percent,"4, 5, 6, 7, 9",ambiguous,
prairie_wetland,1611,adams,vegetation_cover,75.0,percent,"4, 6",ambiguous,
prairie_wetland,1612,hines,vegetation_cover,100.0,percent,"4, 7",ambiguous,
prairie_wetland,1613,hood,vegetation_cover,15.0,percent,"4, 6, 9, 12",ambiguous,
prairie_wetland,1614,hood1,vegetation_cover,75.0,percent,"4, 6",ambiguous,
prairie_wetland,1615,hood2,vegetation_cover,15.0,percent,"4, 6",ambiguous,
prairie_wetland,1616,johanson,vegetation_cover,100.0,percent,"4, 7",ambiguous,
prairie_wetland,1617,johanson,vegetation_cover,100.0,percent,"4, 7",ambiguous,
prairie_wetland,1618,penner,vegetation_cover,75.0,percent,"4, 6, 7",ambiguous,
prairie_wetland,1619,penner1,vegetation_cover,38.0,percent,"4, 6, 7",ambiguous,
prairie_wetland,1620,penner1,vegetation_cover,38.0,percent,"4, 6, 7",ambiguous,
prairie_wetland,1621,reinson,vegetation_cover,75.0,percent,"4, 6, 7",ambiguous,
relationships_between_fish,1647,blickling,vegetation_cover,7.25,percent,"4, 6, 10, 14, 15",ambiguous,
relationships_between_fish,1645,beeston,vegetation_cover,35.75,percent,"4, 6, 7, 12, 13, 14, 15",ambiguous,
relationships_between_fish,1644,bayfield,vegetation_cover,20.05,percent,"7, 11, 13, 14",ambiguous,
prairie_wetland,1634,wilk,vegetation_cover,50.0,percent,"4, 6",ambiguous,
prairie_wetland,1633,wilk,vegetation_cover,75.0,percent,"4, 6, 7",ambiguous,
prairie_wetland,1632,toderian,vegetation_cover,75.0,percent,"4, 6, 7",ambiguous,
relationships_between_fish,1651,cockshoot,vegetation_cover,7.95,percent,"4, 6, 12, 13, 15",ambiguous,
prairie_wetland,1631,toderian,vegetation_cover,75.0,percent,"4, 6, 7",ambiguous,
prairie_wetland,1627,smith2,vegetation_cover,38.0,percent,"4, 6, 7, 12",ambiguous,
prairie_wetland,1626,smith1,vegetation_cover,15.0,percent,"4, 6, 9, 12",ambiguous,
prairie_wetland,1625,smith,vegetation_cover,50.0,percent,"4, 6",ambiguous,
prairie_wetland,1624,rowein,vegetation_cover,5.0,percent,"4, 6, 7, 12",ambiguous,
prairie_wetland,1623,rowein,vegetation_cover,15.0,percent,"4, 6, 12",ambiguous,
prairie_wetland,1622,reinson,vegetation_cover,100.0,percent,"4, 7",ambiguous,
prairie_wetland,1628,sorrell,vegetation_cover,75.0,percent,"4, 6",ambiguous,
biodiversity_of_constructed,1723,hs2-2,ph,7.2,,"4, 5",ambiguous,
the_legacy_of_large,1393,frolund,surface_area,6.0,ha,"4, 9",ambiguous,
the_diversity_of_macroinvertebrate,1373,h,surface_area,2.0,ha,"6, 10, 11, 14",ambiguous,
fish_production_in_lakes,789,lost,surface_area,4.6000045467,acres,"3, 4",ambiguous,
fish_production_in_lakes,797,section four,surface_area,3.3000032618,acres,"3, 4, 6",ambiguous,
fish_production_in_lakes,798,shell,surface_area,1.5000014826,acres,"3, 6",ambiguous,
fish_production_in_lakes,804,standard,surface_area,16.0000158147,acres,"3, 6",ambiguous,
fish_production_in_lakes,806,triangle pond,surface_area,2.5000024711,acres,"3, 6",ambiguous,
fish_production_in_lakes,808,waltonian pond,surface_area,1.1000010873,acres,"3, 6",ambiguous,
fish_production_in_lakes,810,west lost,surface_area,4.0000039537,acres,"3, 4",ambiguous,
fish_production_in_lakes,811,west twin,surface_area,13.5000133437,acres,"3, 6",ambiguous,
habitat_characteristics,855,mau,surface_area,0.01,ha,"6, 7",ambiguous,
lake_metabolism,914,agertoften,surface_area,0.6,ha,"4, 6",ambiguous,
lake_metabolism,916,bollemose,surface_area,0.5,ha,"4, 6",ambiguous,
lake_metabolism,923,karlsso,surface_area,2.9,ha,"4, 11",ambiguous,
lake_metabolism,928,sortedam,surface_area,0.5,ha,"4, 6",ambiguous,
macroinvertebrate_communities,991,charca sud oeste,surface_area,11.0,ha,"3, 5",ambiguous,
multiyear_measurements,1066,villasjon,surface_area,17.0,ha,"3, 5",ambiguous,
net_heterotrophy,1069,agertoften,surface_area,6061.0,m^2,"1, 3, 4",ambiguous,
net_heterotrophy,1070,badstuedam,surface_area,28039.0,m^2,"1, 2, 3, 4, 12",ambiguous,
net_heterotrophy,1085,strodam engso,surface_area,175730.0,m^2,"1, 2, 3, 4, 5, 8, 9, 11, 12",ambiguous,
net_heterotrophy,1084,store funkedam,surface_area,15643.0,m^2,"1, 2, 3, 4, 9, 12",ambiguous,
net_heterotrophy,1082,sortedam v. c. vej,surface_area,3942.0,m^2,"1, 3",ambiguous,
net_heterotrophy,1081,sortedam,surface_area,5028.0,m^2,"1, 3",ambiguous,
net_heterotrophy,1080,selskovsvej so,surface_area,22876.0,m^2,"1, 2, 3, 4, 5, 9, 11, 12",ambiguous,
net_heterotrophy,1079,praestevang kirke so,surface_area,6763.0,m^2,"1, 2, 3, 4, 5",ambiguous,
fish_production_in_lakes,786,kline's,surface_area,1.3000012849,acres,"3, 4",ambiguous,
net_heterotrophy,1078,odam,surface_area,31249.0,m^2,"2, 3, 4, 9",ambiguous,
net_heterotrophy,1076,hesteskodam,surface_area,5246.0,m^2,"1, 3",ambiguous,
net_heterotrophy,1075,fonstrup dam,surface_area,6826.0,m^2,"1, 3, 12",ambiguous,
net_heterotrophy,1074,favrholm so,surface_area,10476.0,m^2,"1, 2, 3, 4, 5, 12",ambiguous,
net_heterotrophy,1073,brededam,surface_area,22719.0,m^2,"1, 2, 3, 4, 5, 6, 11",ambiguous,
net_heterotrophy,1072,bollemose,surface_area,4601.0,m^2,"1, 3",ambiguous,
net_heterotrophy,1071,bendstrup so,surface_area,2615.0,m^2,"3, 5",ambiguous,
net_heterotrophy,1077,karlso,surface_area,29082.0,m^2,"1, 2, 4, 5, 8, 11, 12",ambiguous,
net_heterotrophy,1086,teglgardsso,surface_area,53177.0,m^2,"1, 2, 3, 4, 6",ambiguous,
fish_production_in_lakes,785,jesse,surface_area,45.000044479,acres,"3, 6",ambiguous,
fish_production_in_lakes,782,howe,surface_area,13.4000132448,acres,"3, 4",ambiguous,
comparative_analysis,642,cct-2,surface_area,2000.0,m^2,"1, 2, 3, 12",ambiguous,
comparative_analysis,643,cct-3,surface_area,2475.0,m^2,"1, 2, 3, 12, 13",ambiguous,
constructed_treatment_wetlands,647,komakorau,surface_area,3.0,ha,"4, 9, 10, 11",ambiguous,
constructed_treatment_wetlands,648,koromatua,surface_area,7.0,ha,"4, 9, 10",ambiguous,
constructed_treatment_wetlands,649,serpentine north,surface_area,5.0,ha,"4, 9",ambiguous,
diel_vertical_migrations,666,johnson pond,surface_area,0.005,km^2,"3, 6",ambiguous,
diversity_of_macroinvertebrates,712,RAT1,surface_area,65.0,m^2,"3, 4",ambiguous,
diversity_of_macroinvertebrates,713,RAT2,surface_area,100.0,m^2,"3, 4",ambiguous,
drivers_of_sediment,718,,surface_area,40560.0,m^2,"1, 6, 21",ambiguous,
drivers_of_sediment,728,,surface_area,11290.0,m^2,"6, 18",ambiguous,
evaluation_of_the_suitability,734,pond 1,surface_area,1.2,ha,"4, 11, 13",ambiguous,
evaluation_of_the_suitability,736,pond 36,surface_area,1.1,ha,"4, 11, 13",ambiguous,
exceptional_summer,737,evv lower lake,surface_area,1.5,ha,"3, 6",ambiguous,
exceptional_summer,740,south twin lake,surface_area,3.1,ha,"3, 6",ambiguous,
factors_influencing_macroinvertebrate,743,10,surface_area,8.0,m^2,"5, 6, 7",ambiguous,
factors_influencing_macroinvertebrate,746,3,surface_area,6.0,m^2,"5, 6, 7",ambiguous,
factors_influencing_macroinvertebrate,747,4,surface_area,14.0,m^2,"5, 6",ambiguous,
fish_production_in_lakes,780,hemlock,surface_area,6.0000059305,acres,"3, 4",ambiguous,
fish_production_in_lakes,778,frog,surface_area,30.0000296526,acres,"3, 6",ambiguous,
fish_production_in_lakes,774,fitsek,surface_area,6.2000061282,acres,"3, 6",ambiguous,
fish_production_in_lakes,773,first pond,surface_area,7.000006919,acres,"3, 6",ambiguous,
fish_production_in_lakes,771,edwards pond,surface_area,1.0000009884,acres,"3, 4, 6",ambiguous,
fish_production_in_lakes,770,east twin,surface_area,13.0000128495,acres,"3, 6",ambiguous,
fish_production_in_lakes,783,jack's,surface_area,1.5000014826,acres,"3, 6",ambiguous,
fish_production_in_lakes,769,duck pond,surface_area,3.1000030641,acres,"3, 6",ambiguous,
fish_production_in_lakes,766,delta pond,surface_area,0.8000007907,acres,"3, 4",ambiguous,
fish_production_in_lakes,761,buck's pond,surface_area,8.6000085004,acres,"3, 6",ambiguous,
fish_production_in_lakes,760,buck pond,surface_area,18.0000177916,acres,"3, 4, 6",ambiguous,
fish_production_in_lakes,756,anderson,surface_area,38.00003756,acres,"3, 6",ambiguous,
factors_influencing_macroinvertebrate,752,9,surface_area,10.0,m^2,"5, 6, 7",ambiguous,
factors_influencing_macroinvertebrate,751,8,surface_area,6.0,m^2,"5, 6, 7",ambiguous,
fish_production_in_lakes,767,doyle,surface_area,10.0000098842,acres,"3, 4",ambiguous,
the_legacy_of_large,1391,bellevue,surface_area,12.0,ha,"4, 9",ambiguous,
nutrient_limitation_of,1087,pond 25,surface_area,31000.0,m^2,"3, 4, 5, 6, 7, 8, 10, 13, 15",ambiguous,
patterns_in_the_species,1097,maple,surface_area,19.0,ha,"4, 18",ambiguous,
relationships_between_fish,1241,green plantation,surface_area,1.6,ha,"6, 8",ambiguous,
relationships_between_fish,1252,scottow,surface_area,1.0,ha,"6, 8",ambiguous,
relationships_between_fish,1253,selbrigg,surface_area,1.0,ha,"6, 8",ambiguous,
relationships_between_species,1257,brunnsjon,surface_area,11.0,ha,"3, 4, 11",ambiguous,
relationships_between_species,1258,bursjon,surface_area,13.0,ha,"3, 11",ambiguous,
relationships_between_species,1259,dragtjarnen,surface_area,12.0,ha,"3, 11",ambiguous,
relationships_between_species,1260,fisksjon,surface_area,3.0,ha,"3, 4, 11",ambiguous,
relationships_between_species,1261,hautjarvi,surface_area,7.0,ha,"3, 4, 11",ambiguous,
relationships_between_species,1262,holmsjon,surface_area,4.0,ha,"3, 4, 11",ambiguous,
relationships_between_species,1263,iso ruuhijarvi,surface_area,14.0,ha,"3, 11",ambiguous,
relationships_between_species,1264,kaatiolami,surface_area,9.0,ha,"3, 11",ambiguous,
relationships_between_species,1267,osmalampi,surface_area,15.0,ha,"3, 11",ambiguous,
relationships_between_species,1268,pitkaniemenjarvi,surface_area,13.0,ha,"3, 11",ambiguous,
relationships_between_species,1270,rahtijarvi,surface_area,12.0,ha,"3, 11",ambiguous,
relationships_between_species,1271,ryhalampi,surface_area,5.0,ha,"3, 4, 11",ambiguous,
relationships_between_species,1272,saarijarvi,surface_area,12.0,ha,"3, 11",ambiguous,
relationships_between_species,1273,saarilampi,surface_area,9.0,ha,"3, 11",ambiguous,
the_distribution_of_microcrustacea,1366,jack lake,surface_area,3.9,ha,"2, 3, 4, 5, 7, 9, 10",ambiguous,
summer_fluxes,1365,wylde lake bog,surface_area,847.0,m^2,"1, 4, 5, 26",ambiguous,
sediment_desiccation,1322,honda,surface_area,9.9,ha,"2, 4, 6, 8, 10",ambiguous,
sediment_desiccation,1321,hituelo,surface_area,3.8,ha,"1, 2, 4, 5, 6, 7, 9",ambiguous,
seasonal_succession_in_fishless,1309,p14,surface_area,700.0,m^2,"3, 10",ambiguous,
relationships_of_fish,1289,k.c. kulan,surface_area,0.006,x10^-6 m^2,"5, 6",ambiguous,
relationships_between_fish,1235,buckenham,surface_area,0.4,ha,"6, 10",ambiguous,
relationships_between_species,1281,ytter-josjon,surface_area,9.0,ha,"3, 11",ambiguous,
relationships_between_species,1279,vaha valkjarvi,surface_area,2.0,ha,"3, 4, 7, 9, 11",ambiguous,
relationships_between_species,1278,ulkujarvi,surface_area,11.0,ha,"4, 11",ambiguous,
relationships_between_species,1277,tonkilampi,surface_area,2.0,ha,"3, 4, 9, 11",ambiguous,
relationships_between_species,1276,tohijarvi,surface_area,2.0,ha,"3, 4, 7, 9, 11",ambiguous,
relationships_between_species,1275,teponlampi,surface_area,12.0,ha,"3, 11",ambiguous,
relationships_between_species,1274,suikkolampi,surface_area,2.0,ha,"4, 11",ambiguous,
relationships_between_species,1280,vaha-vehkajarvi,surface_area,6.0,ha,"3, 4, 11",ambiguous,
nutrient_limitation_of,1088,pond 50,surface_area,31000.0,m^2,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 20",ambiguous,
relationships_between_fish,1232,big wood,surface_area,2.0,ha,"6, 10",ambiguous,
production_of_fish,1212,wyland,surface_area,3.0,ha,"4, 5, 6",ambiguous,
physical-chemical_influences,1134,mckenna pond,surface_area,0.661,ha,"8, 11",ambiguous,
physical-chemical_influences,1143,noranda 22-9a,surface_area,0.243,ha,"8, 9",ambiguous,
physical-chemical_influences,1144,noranda 22-9b,surface_area,0.081,ha,"8, 9",ambiguous,
physical-chemical_influences,1145,noranda lake i,surface_area,0.081,ha,"8, 9",ambiguous,
physical-chemical_influences,1146,old hwy 54 pd,surface_area,0.162,ha,"8, 9",ambiguous,
physical-chemical_influences,1148,portage jail,surface_area,1.215,ha,"8, 9",ambiguous,
physical-chemical_influences,1151,rinelander #2,surface_area,0.041,ha,"8, 9",ambiguous,
physical-chemical_influences,1152,rinelander #3,surface_area,0.081,ha,"8, 9",ambiguous,
physical-chemical_influences,1154,schneider #3,surface_area,0.024,ha,"9, 11",ambiguous,
physical-chemical_influences,1155,schneider #7,surface_area,0.203,ha,"8, 9",ambiguous,
physical-chemical_influences,1157,spooner tower rd,surface_area,0.324,ha,"8, 9",ambiguous,
physical-chemical_influences,1159,virgin lake,surface_area,0.162,ha,"8, 9",ambiguous,
physical-chemical_influences,1160,waterloo,surface_area,0.081,ha,"8, 9",ambiguous,
physical-chemical_influences,1161,white river #1 n,surface_area,0.028,ha,"8, 9",ambiguous,
physical-chemical_influences,1162,white river #2 s,surface_area,0.162,ha,"8, 9",ambiguous,
potential_methane,1169,little shingobee,surface_area,27120.0,m^2,"4, 6",ambiguous,
production_of_fish,1194,226 ne,surface_area,8.0,ha,"5, 6",ambiguous,
production_of_fish,1211,wishart,surface_area,19.0,ha,"5, 6",ambiguous,
production_of_fish,1210,vitalampa,surface_area,3.0,ha,"4, 5, 6",ambiguous,
production_of_fish,1209,tatsu-numa,surface_area,1.0,ha,"5, 6",ambiguous,
production_of_fish,1208,small spectacles,surface_area,1.0,ha,"5, 6",ambiguous,
production_of_fish,1207,sabanilla,surface_area,3.0,ha,"4, 5, 6",ambiguous,
production_of_fish,1206,red deer,surface_area,6.0,ha,"4, 6",ambiguous,
regulation_of_zooplankton,1229,swan lake,surface_area,5.8,ha,"2, 3, 4, 7, 8, 9, 10",ambiguous,
production_of_fish,1203,laluisa,surface_area,1.0,ha,"4, 6",ambiguous,
production_of_fish,1201,iso-mustajarvi,surface_area,3.0,ha,"4, 6",ambiguous,
production_of_fish,1200,horkkajarvi,surface_area,1.0,ha,"4, 6",ambiguous,
production_of_fish,1199,haukilampi,surface_area,2.0,ha,"4, 6",ambiguous,
production_of_fish,1197,botjarn,surface_area,10.0,ha,"5, 6",ambiguous,
production_of_fish,1196,alinen mustajarvi,surface_area,1.0,ha,"4, 6",ambiguous,
production_of_fish,1195,226 sw,surface_area,8.0,ha,"5, 6",ambiguous,
production_of_fish,1202,karhujarvi,surface_area,1.0,ha,"4, 6",ambiguous,
classification_trees,1733,brpk,ph,8.4,,"4, 5",ambiguous,
classification_trees,1735,dens,ph,8.0,,"4, 5",ambiguous,
classification_trees,1741,ixp2,ph,8.4,,"4, 5",ambiguous,
prairie_wetland,2820,smith,tp,100.0,µg/L,"4, 7",ambiguous,
prairie_wetland,2827,toderian,tp,49.0,µg/L,"6, 7",ambiguous,
prairie_wetland,2829,wilk,tp,40.0,µg/L,"6, 7",ambiguous,
production_of_fish,2831,226 sw,tp,3.75,µg/L,"4, 6, 7, 10",ambiguous,
production_of_fish,2833,botjarn,tp,14.0,µg/L,"6, 8",ambiguous,
production_of_fish,2838,little turkey,tp,6.0,µg/L,"4, 6",ambiguous,
production_of_fish,2841,tatsu-numa,tp,10.0,µg/L,"5, 6",ambiguous,
production_of_fish,2842,vitalampa,tp,17.0,µg/L,"4, 5, 6",ambiguous,
