document_id,name,identifiers,location,ecosystem,date,additional_details,attribute,value,units,page_number,page_score,page_confidence
macroinvertebrate_size,cp-gdp,,tyrrhenian coast; central italy,pond,,,max_depth,20.0,cm,[3],0.8009,high
macroinvertebrate_size,cp-ort1,,tyrrhenian coast; central italy,pond,,,max_depth,50.0,cm,[3],0.8498,high
macroinvertebrate_size,cp-ort2,,tyrrhenian coast; central italy,pond,,,max_depth,60.0,cm,[3],0.8498,high
macroinvertebrate_size,cp-pr,,tyrrhenian coast; central italy,pond,,,max_depth,150.0,cm,[3],0.8146,high
macroinvertebrate_size,cp-pvd,,tyrrhenian coast; central italy,pond,,,max_depth,80.0,cm,[3],0.8009,high
macroinvertebrate_size,cp-t35,,tyrrhenian coast; central italy,pond,,,max_depth,30.0,cm,[3],0.8351,high
macroinvertebrate_size,cp-vo,,tyrrhenian coast; central italy,pond,,,max_depth,80.0,cm,[3],0.8146,high
macroinvertebrate_size,dm-cat,,tyrrhenian coast; central italy,pond,,,max_depth,40.0,cm,[3],0.8693,high
macroinvertebrate_size,dm-dl1,,tyrrhenian coast; central italy,pond,,,max_depth,100.0,cm,[3],0.8351,high
macroinvertebrate_size,dm-dl2,,tyrrhenian coast; central italy,pond,,,max_depth,90.0,cm,"[2, 3, 6, 11]",0.7956,ambiguous
macroinvertebrate_size,dm-mdc,,tyrrhenian coast; central italy,pond,,,max_depth,33.0,cm,[3],0.8351,high
macroinvertebrate_size,dm-mgt,,tyrrhenian coast; central italy,pond,,,max_depth,30.0,cm,[3],0.8351,high
macroinvertebrate_size,dm-sg,,tyrrhenian coast; central italy,pond,,,max_depth,18.0,cm,[3],0.8146,high
macroinvertebrate_size,dm-vl,,tyrrhenian coast; central italy,pond,,,max_depth,30.0,cm,[3],0.8146,high
macroinvertebrate_size,p-pg,,tyrrhenian coast; central italy,pond,,,max_depth,32.0,cm,"[3, 4, 10]",0.8099,ambiguous
prairie_wetland,adams,,saskatchewan,pothole,,,max_depth,0.9,m,[4],0.8772,high
prairie_wetland,hines,,saskatchewan,pothole,,,max_depth,1.1,m,"[4, 6]",0.8772,ambiguous
prairie_wetland,hood,,saskatchewan,pothole,,,max_depth,1.5,m,"[4, 6, 7]",0.8669,ambiguous
prairie_wetland,hood1,,saskatchewan,pothole,,,max_depth,1.4,m,"[4, 6]",0.8772,ambiguous
prairie_wetland,hood2,,saskatchewan,pothole,,,max_depth,1.7,m,[4],0.8772,high
prairie_wetland,johanson,,saskatchewan,pothole,,,max_depth,1.0,m,"[4, 6, 7]",0.8926,ambiguous
prairie_wetland,johanson,,saskatchewan,pothole,,,max_depth,1.0,m,"[4, 6, 7]",0.8926,ambiguous
prairie_wetland,penner,,saskatchewan,pothole,,,max_depth,1.1,m,"[4, 6]",0.884,ambiguous
prairie_wetland,penner1,,saskatchewan,pothole,,,max_depth,1.2,m,"[4, 6]",0.8889,ambiguous
prairie_wetland,penner1,,saskatchewan,pothole,,,max_depth,1.2,m,"[4, 6]",0.8889,ambiguous
prairie_wetland,reinson,,saskatchewan,pothole,,,max_depth,1.1,m,"[4, 6]",0.8889,ambiguous
prairie_wetland,reinson,,saskatchewan,pothole,,,max_depth,1.0,m,"[4, 6, 7, 12]",0.8889,ambiguous
prairie_wetland,rowein,,saskatchewan,pothole,,,max_depth,2.5,m,"[4, 6, 7]",0.884,ambiguous
prairie_wetland,rowein,,saskatchewan,pothole,,,max_depth,1.3,m,"[4, 6, 7]",0.884,ambiguous
prairie_wetland,smith,,saskatchewan,pothole,,,max_depth,1.1,m,"[4, 6]",0.8772,ambiguous
prairie_wetland,smith1,,saskatchewan,pothole,,,max_depth,1.2,m,"[4, 6]",0.884,ambiguous
prairie_wetland,smith2,,saskatchewan,pothole,,,max_depth,1.0,m,"[4, 6, 12]",0.884,ambiguous
prairie_wetland,sorrell,,saskatchewan,pothole,,,max_depth,1.0,m,"[4, 6]",0.8889,ambiguous
prairie_wetland,tataryn1,,saskatchewan,pothole,,,max_depth,1.4,m,"[4, 6]",0.8926,ambiguous
prairie_wetland,tataryn2,,saskatchewan,pothole,,,max_depth,1.2,m,"[4, 6]",0.8926,ambiguous
prairie_wetland,toderian,,saskatchewan,pothole,,,max_depth,1.0,m,"[4, 6, 7]",0.8926,ambiguous
prairie_wetland,toderian,,saskatchewan,pothole,,,max_depth,1.1,m,"[4, 6]",0.8926,ambiguous
prairie_wetland,wilk,,saskatchewan,pothole,,,max_depth,0.8,m,"[4, 6, 7]",0.8669,ambiguous
prairie_wetland,wilk,,saskatchewan,pothole,,,max_depth,1.0,m,"[4, 6, 7]",0.8669,ambiguous
habitat_characteristics,aqg,,the apennines; italy,pond,,,surface_area,1.1500000000000001,ha,[6],0.8889,high
habitat_characteristics,aqp,,the apennines; italy,pond,,,surface_area,0.13,ha,[6],0.8205,high
habitat_characteristics,bag,,the apennines; italy,pond,,,surface_area,0.07,ha,[6],0.8889,high
habitat_characteristics,bar,,the apennines; italy,pond,,,surface_area,1.52,ha,[6],0.8889,high
habitat_characteristics,cag,,the apennines; italy,pond,,,surface_area,0.1,ha,[6],0.8889,high
habitat_characteristics,cal,,the apennines; italy,pond,,,surface_area,0.47000000000000003,ha,[6],0.8889,high
habitat_characteristics,cam,,the apennines; italy,pond,,,surface_area,0.26,ha,[6],0.8889,high
habitat_characteristics,cap,,the apennines; italy,pond,,,surface_area,0.04,ha,[6],0.8889,high
habitat_characteristics,cor,,the apennines; italy,pond,,,surface_area,1.04,ha,[6],0.8889,high
habitat_characteristics,duc,,the apennines; italy,pond,,,surface_area,3.5,ha,[6],0.9573,high
habitat_characteristics,fil,,the apennines; italy,pond,,,surface_area,0.51,ha,[6],0.8889,high
habitat_characteristics,fon,,the apennines; italy,pond,,,surface_area,0.18000000000000002,ha,[6],0.9573,high
habitat_characteristics,fos,,the apennines; italy,pond,,,surface_area,0.43,ha,[6],0.8889,high
habitat_characteristics,lag,,the apennines; italy,pond,,,surface_area,0.47000000000000003,ha,[6],0.9573,high
habitat_characteristics,mau,,the apennines; italy,pond,,,surface_area,0.01,ha,"[6, 7]",0.8889,ambiguous
habitat_characteristics,nur,,the apennines; italy,pond,,,surface_area,0.15,ha,[6],0.9573,high
habitat_characteristics,paa,,the apennines; italy,pond,,,surface_area,0.92,ha,[6],0.8889,high
habitat_characteristics,pag,,the apennines; italy,pond,,,surface_area,0.75,ha,[6],0.8889,high
habitat_characteristics,pas,,the apennines; italy,pond,,,surface_area,0.88,ha,[6],0.8889,high
habitat_characteristics,pbb,,the apennines; italy,pond,,,surface_area,0.5800000000000001,ha,[6],0.8205,high
habitat_characteristics,pet,,the apennines; italy,pond,,,surface_area,0.7000000000000001,ha,[6],0.9573,high
habitat_characteristics,pra,,the apennines; italy,pond,,,surface_area,0.15,ha,[6],0.8889,high
habitat_characteristics,ptz,,the apennines; italy,pond,,,surface_area,0.27,ha,[6],0.8889,high
habitat_characteristics,pzz,,the apennines; italy,pond,,,surface_area,0.16,ha,[6],0.8205,high
habitat_characteristics,rac,,the apennines; italy,pond,,,surface_area,0.43,ha,[6],0.8889,high
habitat_characteristics,rva,,the apennines; italy,pond,,,surface_area,0.12000000000000001,ha,[6],0.8889,high
habitat_characteristics,rvb,,the apennines; italy,pond,,,surface_area,0.05,ha,[6],0.8205,high
habitat_characteristics,sec,,the apennines; italy,pond,,,surface_area,0.53,ha,[6],0.8889,high
habitat_characteristics,ses,,the apennines; italy,pond,,,surface_area,0.88,ha,[6],0.8889,high
habitat_characteristics,sev,,the apennines; italy,pond,,,surface_area,0.27,ha,[6],0.8889,high
habitat_characteristics,ter,,the apennines; italy,pond,,,surface_area,0.2,ha,[6],0.8889,high
impact_of_macrophytes,hoef,,brussels; belgium,pond,,,surface_area,7200.0,m^2,[6],0.7745,high
impact_of_macrophytes,m1gr,,brussels; belgium,pond,,,surface_area,32400.0,m^2,[6],0.7745,high
impact_of_macrophytes,m1k1,,brussels; belgium,pond,,,surface_area,8100.0,m^2,[6],0.7745,high
impact_of_macrophytes,malu,,brussels; belgium,pond,,,surface_area,7200.0,m^2,[6],0.7745,high
impact_of_macrophytes,rk12,,brussels; belgium,pond,,,surface_area,20700.0,m^2,[6],0.7745,high
impact_of_macrophytes,rk13,,brussels; belgium,pond,,,surface_area,13500.0,m^2,[6],0.7745,high
impact_of_macrophytes,rk15,,brussels; belgium,pond,,,surface_area,31500.0,m^2,[6],0.7745,high
impact_of_macrophytes,tenr,,brussels; belgium,pond,,,surface_area,32400.0,m^2,[6],0.7745,high
impact_of_macrophytes,trbr,,brussels; belgium,pond,,,surface_area,8100.0,m^2,[6],0.7745,high
impact_of_macrophytes,vbk1,,brussels; belgium,pond,,,surface_area,1800.0,m^2,[6],0.7745,high
impact_of_macrophytes,vbk2,,brussels; belgium,pond,,,surface_area,3600.0,m^2,[6],0.7745,high
impact_of_macrophytes,vkn1,,brussels; belgium,pond,,,surface_area,5400.0,m^2,[6],0.7232,high
impact_of_macrophytes,vkn2,,brussels; belgium,pond,,,surface_area,3600.0,m^2,[6],0.7232,high
impact_of_macrophytes,wpk1,,brussels; belgium,pond,,,surface_area,19800.0,m^2,[6],0.7232,high
impact_of_macrophytes,wpk2,,brussels; belgium,pond,,,surface_area,19800.0,m^2,[6],0.7232,high
impact_of_macrophytes,wtm1,,brussels; belgium,pond,,,surface_area,29700.0,m^2,[6],0.7745,high
macroinvertebrate_size,cg-m1,,tyrrhenian coast; central italy,pond,,,surface_area,112.7,m^2,[3],0.7719,high
macroinvertebrate_size,cg-m2,,tyrrhenian coast; central italy,pond,,,surface_area,136.9,m^2,[3],0.7719,high
macroinvertebrate_size,cg-mc,,tyrrhenian coast; central italy,pond,,,surface_area,363.1,m^2,[3],0.8129,high
macroinvertebrate_size,cp-c152,,tyrrhenian coast; central italy,pond,,,surface_area,15.5,m^2,[3],0.807,high
macroinvertebrate_size,cp-cont,,tyrrhenian coast; central italy,pond,,,surface_area,333.0,m^2,[3],0.807,high
macroinvertebrate_size,cp-d3,,tyrrhenian coast; central italy,pond,,,surface_area,435.8,m^2,[3],0.7719,high
macroinvertebrate_size,cp-gdp,,tyrrhenian coast; central italy,pond,,,surface_area,17.4,m^2,[3],0.7582,high
macroinvertebrate_size,cp-ort1,,tyrrhenian coast; central italy,pond,,,surface_area,1007.7,m^2,[3],0.807,high
macroinvertebrate_size,cp-ort2,,tyrrhenian coast; central italy,pond,,,surface_area,8241.9,m^2,[3],0.807,high
macroinvertebrate_size,cp-pr,,tyrrhenian coast; central italy,pond,,,surface_area,10000.0,m^2,[3],0.6952,medium
macroinvertebrate_size,cp-pvd,,tyrrhenian coast; central italy,pond,,,surface_area,1578.7,m^2,[3],0.7582,high
macroinvertebrate_size,cp-t35,,tyrrhenian coast; central italy,pond,,,surface_area,335.5,m^2,[3],0.7924,high
macroinvertebrate_size,cp-vo,,tyrrhenian coast; central italy,pond,,,surface_area,10000.0,m^2,[3],0.6952,medium
macroinvertebrate_size,dm-cat,,tyrrhenian coast; central italy,pond,,,surface_area,530.1,m^2,[3],0.8266,high
macroinvertebrate_size,dm-dl1,,tyrrhenian coast; central italy,pond,,,surface_area,63.6,m^2,[3],0.7924,high
macroinvertebrate_size,dm-dl2,,tyrrhenian coast; central italy,pond,,,surface_area,0.9,m^2,[3],0.7582,high
macroinvertebrate_size,dm-mdc,,tyrrhenian coast; central italy,pond,,,surface_area,70.2,m^2,[3],0.7924,high
macroinvertebrate_size,dm-mgt,,tyrrhenian coast; central italy,pond,,,surface_area,70.0,m^2,[3],0.7924,high
macroinvertebrate_size,dm-sg,,tyrrhenian coast; central italy,pond,,,surface_area,8.8,m^2,[3],0.7719,high
macroinvertebrate_size,dm-vl,,tyrrhenian coast; central italy,pond,,,surface_area,76.7,m^2,[3],0.7719,high
macroinvertebrate_size,p-pg,,tyrrhenian coast; central italy,pond,,,surface_area,171.5,m^2,[3],0.7411,high
net_heterotrophy,agertoften,,north zealand; denmark,lakes,,,surface_area,6061.0,m^2,"[1, 3, 4]",0.6923,ambiguous
net_heterotrophy,badstuedam,,north zealand; denmark,lakes,,,surface_area,28039.0,m^2,"[1, 2, 3, 4, 12]",0.6198,ambiguous
net_heterotrophy,bendstrup so,,north zealand; denmark,lakes,,,surface_area,2615.0,m^2,"[3, 5]",0.81,ambiguous
net_heterotrophy,bollemose,,north zealand; denmark,lakes,,,surface_area,4601.0,m^2,"[1, 3]",0.7107,ambiguous
net_heterotrophy,brededam,,north zealand; denmark,lakes,,,surface_area,22719.0,m^2,"[1, 2, 3, 4, 5, 6, 11]",0.6183,ambiguous
net_heterotrophy,favrholm so,,north zealand; denmark,lakes,,,surface_area,10476.0,m^2,"[1, 2, 3, 4, 5, 12]",0.6309,ambiguous
net_heterotrophy,fonstrup dam,,north zealand; denmark,lakes,,,surface_area,6826.0,m^2,"[1, 3, 12]",0.6569,ambiguous
net_heterotrophy,hesteskodam,,north zealand; denmark,lakes,,,surface_area,5246.0,m^2,"[1, 3]",0.7041,ambiguous
net_heterotrophy,karlso,,north zealand; denmark,lakes,,,surface_area,29082.0,m^2,"[1, 2, 4, 5, 8, 11, 12]",0.622,ambiguous
net_heterotrophy,odam,,north zealand; denmark,lakes,,,surface_area,31249.0,m^2,"[2, 3, 4, 9]",0.6391,ambiguous
net_heterotrophy,praestevang kirke so,,north zealand; denmark,lakes,,,surface_area,6763.0,m^2,"[1, 2, 3, 4, 5]",0.658,ambiguous
net_heterotrophy,selskovsvej so,,north zealand; denmark,lakes,,,surface_area,22876.0,m^2,"[1, 2, 3, 4, 5, 9, 11, 12]",0.5992,ambiguous
net_heterotrophy,sortedam,,north zealand; denmark,lakes,,,surface_area,5028.0,m^2,"[1, 3]",0.7285,ambiguous
net_heterotrophy,sortedam v. c. vej,,north zealand; denmark,lakes,,,surface_area,3942.0,m^2,"[1, 3]",0.7549,ambiguous
net_heterotrophy,spejldam,,north zealand; denmark,lakes,,,surface_area,3755.0,m^2,[1],0.784,high
net_heterotrophy,store funkedam,,north zealand; denmark,lakes,,,surface_area,15643.0,m^2,"[1, 2, 3, 4, 9, 12]",0.6213,ambiguous
net_heterotrophy,strodam engso,,north zealand; denmark,lakes,,,surface_area,175730.0,m^2,"[1, 2, 3, 4, 5, 8, 9, 11, 12]",0.5957,ambiguous
net_heterotrophy,teglgardsso,,north zealand; denmark,lakes,,,surface_area,53177.0,m^2,"[1, 2, 3, 4, 6]",0.6063,ambiguous
physical-chemical_influences,arbor vitae,,wisconsin,wetland vs. lake,,,surface_area,0.203,ha,[8],0.9292,high
physical-chemical_influences,black tern bog,,wisconsin,wetland vs. lake,,,surface_area,1.073,ha,[8],0.8933,high
physical-chemical_influences,crystal lake,,wisconsin,wetland vs. lake,,,surface_area,1.9040000000000001,ha,[8],0.9323,high
physical-chemical_influences,eldon pond,,wisconsin,wetland vs. lake,,,surface_area,0.162,ha,[8],0.9255,high
physical-chemical_influences,emmon's ck. kettle,,wisconsin,wetland vs. lake,,,surface_area,0.162,ha,[8],0.9209,high
